,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,movieId
653,Horror,,,,,,,,,,841
654,Comedy,Horror,,,,,,,,,842
655,Drama,,,,,,,,,,848
656,Action,Adventure,Sci-Fi,Thriller,,,,,,,849
657,Drama,,,,,,,,,,851
658,Comedy,Drama,Romance,,,,,,,,852
659,Crime,Drama,,,,,,,,,858
660,Action,Comedy,Crime,Thriller,,,,,,,861
661,Crime,Drama,Romance,Thriller,,,,,,,866
662,Comedy,Crime,,,,,,,,,867
663,Crime,Drama,Musical,Thriller,,,,,,,869
664,Comedy,,,,,,,,,,870
665,Action,Crime,Drama,,,,,,,,875
666,Action,Comedy,Crime,Thriller,,,,,,,876
667,Horror,Thriller,,,,,,,,,879
668,Sci-Fi,Thriller,,,,,,,,,880
669,Children,Comedy,,,,,,,,,881
670,Drama,Thriller,,,,,,,,,882
671,Children,Drama,Fantasy,,,,,,,,885
672,Action,Comedy,Crime,,,,,,,,886
673,Adventure,Animation,Children,Musical,,,,,,,888
674,Drama,Romance,,,,,,,,,889
675,Horror,Thriller,,,,,,,,,891
676,Comedy,Drama,Romance,,,,,,,,892
677,Drama,,,,,,,,,,893
678,Drama,,,,,,,,,,896
679,Adventure,Drama,Romance,War,,,,,,,897
680,Comedy,Drama,Romance,,,,,,,,898
681,Comedy,Musical,Romance,,,,,,,,899
682,Musical,Romance,,,,,,,,,900
683,Comedy,Musical,,,,,,,,,901
684,Drama,Romance,,,,,,,,,902
685,Drama,Mystery,Romance,Thriller,,,,,,,903
686,Mystery,Thriller,,,,,,,,,904
687,Comedy,Romance,,,,,,,,,905
688,Drama,Thriller,,,,,,,,,906
689,Comedy,Musical,Romance,,,,,,,,907
690,Action,Adventure,Mystery,Romance,Thriller,,,,,,908
691,Comedy,Drama,Romance,,,,,,,,909
692,Comedy,Crime,,,,,,,,,910
693,Comedy,Crime,Mystery,Romance,Thriller,,,,,,911
694,Drama,Romance,,,,,,,,,912
695,Film-Noir,Mystery,,,,,,,,,913
696,Comedy,Drama,Musical,Romance,,,,,,,914
697,Comedy,Romance,,,,,,,,,915
698,Comedy,Drama,Romance,,,,,,,,916
699,Children,Drama,,,,,,,,,917
700,Musical,,,,,,,,,,918
701,Adventure,Children,Fantasy,Musical,,,,,,,919
702,Drama,Romance,War,,,,,,,,920
703,Comedy,,,,,,,,,,921
704,Drama,Film-Noir,Romance,,,,,,,,922
705,Drama,Mystery,,,,,,,,,923
706,Adventure,Drama,Sci-Fi,,,,,,,,924
707,Drama,,,,,,,,,,926
708,Comedy,,,,,,,,,,927
709,Drama,Mystery,Romance,Thriller,,,,,,,928
710,Drama,Film-Noir,Mystery,Thriller,,,,,,,929
711,Film-Noir,Romance,Thriller,,,,,,,,930
712,Mystery,Romance,Thriller,,,,,,,,931
713,Drama,Romance,,,,,,,,,932
714,Crime,Mystery,Romance,Thriller,,,,,,,933
715,Comedy,,,,,,,,,,934
716,Comedy,Musical,,,,,,,,,935
717,Comedy,Romance,,,,,,,,,936
718,Comedy,Romance,,,,,,,,,937
719,Musical,,,,,,,,,,938
720,Action,Adventure,Romance,,,,,,,,940
721,Adventure,,,,,,,,,,941
722,Crime,Film-Noir,Mystery,,,,,,,,942
723,Drama,Fantasy,Romance,,,,,,,,943
724,Drama,,,,,,,,,,944
725,Comedy,Musical,Romance,,,,,,,,945
726,Comedy,Drama,War,,,,,,,,946
727,Comedy,Romance,,,,,,,,,947
728,Drama,Romance,Western,,,,,,,,948
729,Drama,,,,,,,,,,949
730,Comedy,Crime,,,,,,,,,950
731,Comedy,Romance,,,,,,,,,951
732,Adventure,Comedy,,,,,,,,,952
733,Children,Drama,Fantasy,Romance,,,,,,,953
734,Drama,,,,,,,,,,954
735,Comedy,Romance,,,,,,,,,955
736,Drama,Romance,,,,,,,,,956
737,Drama,,,,,,,,,,959
738,Drama,,,,,,,,,,961
739,Musical,,,,,,,,,,963
740,Drama,Mystery,Thriller,,,,,,,,965
741,Horror,Sci-Fi,Thriller,,,,,,,,968
742,Adventure,Comedy,Romance,War,,,,,,,969
743,Adventure,Comedy,Crime,Drama,Romance,,,,,,970
744,Drama,,,,,,,,,,971
745,Comedy,Drama,,,,,,,,,973
746,Romance,War,,,,,,,,,976
747,Drama,War,,,,,,,,,979
748,Drama,,,,,,,,,,981
749,Drama,,,,,,,,,,982
750,Comedy,Drama,,,,,,,,,984
751,Adventure,Children,,,,,,,,,986
752,Drama,Romance,,,,,,,,,987
753,Comedy,Drama,,,,,,,,,988
754,Action,Adventure,Thriller,,,,,,,,990
755,Drama,,,,,,,,,,991
756,Drama,,,,,,,,,,993
757,Comedy,Drama,,,,,,,,,994
758,Action,Crime,Drama,Thriller,,,,,,,996
759,Action,Crime,,,,,,,,,998
760,Crime,Film-Noir,,,,,,,,,999
761,Drama,Thriller,,,,,,,,,1003
762,Action,Thriller,,,,,,,,,1004
763,Children,Comedy,,,,,,,,,1005
764,Drama,,,,,,,,,,1006
765,Children,Comedy,Western,,,,,,,,1007
766,Adventure,Western,,,,,,,,,1008
767,Adventure,Children,Fantasy,,,,,,,,1009
768,Children,Comedy,,,,,,,,,1010
769,Children,Comedy,Fantasy,Romance,,,,,,,1011
770,Children,Drama,,,,,,,,,1012
771,Children,Comedy,Romance,,,,,,,,1013
772,Children,Comedy,Drama,,,,,,,,1014
773,Adventure,Children,Drama,,,,,,,,1015
774,Children,Comedy,,,,,,,,,1016
775,Adventure,Children,,,,,,,,,1017
776,Children,Comedy,Mystery,,,,,,,,1018
777,Adventure,Drama,Sci-Fi,,,,,,,,1019
778,Comedy,,,,,,,,,,1020
779,Children,Comedy,,,,,,,,,1021
780,Animation,Children,Fantasy,Musical,Romance,,,,,,1022
781,Animation,Children,Musical,,,,,,,,1023
782,Animation,Children,Musical,,,,,,,,1024
783,Animation,Children,Fantasy,Musical,,,,,,,1025
784,Adventure,Drama,,,,,,,,,1027
785,Children,Comedy,Fantasy,Musical,,,,,,,1028
786,Animation,Children,Drama,Musical,,,,,,,1029
787,Adventure,Animation,Children,Musical,,,,,,,1030
788,Adventure,Children,Musical,,,,,,,,1031
789,Adventure,Animation,Children,Fantasy,Musical,,,,,,1032
790,Animation,Children,Drama,,,,,,,,1033
791,Comedy,Crime,Drama,Thriller,,,,,,,1034
792,Musical,Romance,,,,,,,,,1035
793,Action,Crime,Thriller,,,,,,,,1036
794,Action,Horror,Sci-Fi,Thriller,,,,,,,1037
795,Drama,,,,,,,,,,1040
796,Drama,,,,,,,,,,1041
797,Comedy,Drama,,,,,,,,,1042
798,Drama,Romance,,,,,,,,,1043
799,Drama,Romance,,,,,,,,,1046
800,Action,Drama,Thriller,,,,,,,,1047
801,Action,Adventure,,,,,,,,,1049
802,Documentary,Drama,,,,,,,,,1050
803,Drama,,,,,,,,,,1051
804,Crime,Drama,Romance,,,,,,,,1053
805,Drama,,,,,,,,,,1054
806,Thriller,,,,,,,,,,1055
807,Drama,,,,,,,,,,1056
808,Comedy,Musical,Romance,,,,,,,,1057
809,Drama,Romance,,,,,,,,,1059
810,Comedy,Drama,,,,,,,,,1060
811,Thriller,,,,,,,,,,1061
812,Animation,Children,Comedy,Fantasy,Musical,Romance,,,,,1064
813,Comedy,Musical,Romance,,,,,,,,1066
814,Crime,Film-Noir,,,,,,,,,1068
815,Children,Comedy,Fantasy,Musical,,,,,,,1073
816,Drama,Horror,Thriller,,,,,,,,1076
817,Comedy,Sci-Fi,,,,,,,,,1077
818,Comedy,War,,,,,,,,,1078
819,Comedy,Crime,,,,,,,,,1079
820,Comedy,,,,,,,,,,1080
821,Comedy,Musical,Romance,,,,,,,,1081
822,Drama,,,,,,,,,,1082
823,Comedy,Musical,,,,,,,,,1083
824,Crime,Drama,,,,,,,,,1084
825,Adventure,Drama,,,,,,,,,1085
826,Crime,Mystery,Thriller,,,,,,,,1086
827,Drama,Musical,Romance,,,,,,,,1088
828,Crime,Mystery,Thriller,,,,,,,,1089
829,Drama,War,,,,,,,,,1090
830,Comedy,,,,,,,,,,1091
831,Crime,Mystery,Thriller,,,,,,,,1092
832,Drama,,,,,,,,,,1093
833,Drama,Romance,Thriller,,,,,,,,1094
834,Drama,,,,,,,,,,1095
835,Drama,,,,,,,,,,1096
836,Children,Drama,Sci-Fi,,,,,,,,1097
837,Children,Drama,Fantasy,,,,,,,,1099
838,Action,Drama,Romance,,,,,,,,1100
839,Action,Romance,,,,,,,,,1101
840,Drama,,,,,,,,,,1103
841,Drama,,,,,,,,,,1104
842,Horror,,,,,,,,,,1105
843,Comedy,,,,,,,,,,1107
844,Documentary,,,,,,,,,,1111
845,Action,Comedy,Drama,,,,,,,,1112
846,Crime,Drama,,,,,,,,,1114
847,Drama,,,,,,,,,,1116
848,Drama,,,,,,,,,,1117
849,Drama,,,,,,,,,,1119
850,Comedy,Drama,,,,,,,,,1120
851,Drama,,,,,,,,,,1121
852,Documentary,,,,,,,,,,1123
853,Drama,,,,,,,,,,1124
854,Comedy,Crime,,,,,,,,,1125
855,Comedy,Fantasy,,,,,,,,,1126
856,Action,Adventure,Sci-Fi,Thriller,,,,,,,1127
857,Horror,,,,,,,,,,1128
858,Action,Adventure,Sci-Fi,Thriller,,,,,,,1129
859,Horror,Mystery,,,,,,,,,1130
860,Drama,Mystery,,,,,,,,,1131
861,Drama,,,,,,,,,,1132
862,Comedy,,,,,,,,,,1135
863,Adventure,Comedy,Fantasy,,,,,,,,1136
864,Romance,,,,,,,,,,1137
865,Drama,,,,,,,,,,1140
866,Documentary,,,,,,,,,,1144
867,Documentary,,,,,,,,,,1147
868,Animation,Children,Comedy,Crime,,,,,,,1148
869,Drama,,,,,,,,,,1150
870,Animation,Comedy,Drama,Fantasy,,,,,,,1151
871,Drama,,,,,,,,,,1156
872,Drama,War,,,,,,,,,1161
873,Comedy,Drama,,,,,,,,,1162
874,Drama,,,,,,,,,,1163
875,Comedy,,,,,,,,,,1167
876,Action,,,,,,,,,,1170
877,Comedy,,,,,,,,,,1171
878,Drama,,,,,,,,,,1172
879,Comedy,Drama,,,,,,,,,1173
880,Comedy,Drama,Romance,,,,,,,,1175
881,Drama,Fantasy,Romance,,,,,,,,1176
882,Drama,Romance,,,,,,,,,1177
883,Drama,War,,,,,,,,,1178
884,Crime,Drama,Film-Noir,,,,,,,,1179
885,Comedy,,,,,,,,,,1180
886,Drama,Romance,War,,,,,,,,1183
887,Comedy,Drama,,,,,,,,,1184
888,Drama,,,,,,,,,,1185
889,Drama,,,,,,,,,,1186
890,Drama,,,,,,,,,,1187
891,Comedy,Romance,,,,,,,,,1188
892,Documentary,,,,,,,,,,1189
893,Crime,Drama,Romance,,,,,,,,1190
894,Documentary,Musical,,,,,,,,,1191
895,Documentary,,,,,,,,,,1192
896,Drama,,,,,,,,,,1193
897,Comedy,,,,,,,,,,1194
898,Action,Adventure,Sci-Fi,,,,,,,,1196
899,Action,Adventure,Comedy,Fantasy,Romance,,,,,,1197
900,Action,Adventure,,,,,,,,,1198
901,Fantasy,Sci-Fi,,,,,,,,,1199
902,Action,Adventure,Horror,Sci-Fi,,,,,,,1200
903,Action,Adventure,Western,,,,,,,,1201
904,Comedy,,,,,,,,,,1202
905,Drama,,,,,,,,,,1203
906,Adventure,Drama,War,,,,,,,,1204
907,Crime,Drama,Sci-Fi,Thriller,,,,,,,1206
908,Drama,,,,,,,,,,1207
909,Action,Drama,War,,,,,,,,1208
910,Action,Drama,Western,,,,,,,,1209
911,Action,Adventure,Sci-Fi,,,,,,,,1210
912,Drama,Fantasy,Romance,,,,,,,,1211
913,Film-Noir,Mystery,Thriller,,,,,,,,1212
914,Crime,Drama,,,,,,,,,1213
915,Horror,Sci-Fi,,,,,,,,,1214
916,Action,Adventure,Comedy,Fantasy,Horror,,,,,,1215
917,Adventure,Drama,Romance,,,,,,,,1216
918,Drama,War,,,,,,,,,1217
919,Action,Crime,Drama,Thriller,,,,,,,1218
920,Crime,Horror,,,,,,,,,1219
921,Action,Comedy,Musical,,,,,,,,1220
922,Crime,Drama,,,,,,,,,1221
923,Drama,War,,,,,,,,,1222
924,Adventure,Animation,Children,Comedy,Sci-Fi,,,,,,1223
925,Action,Drama,Romance,War,,,,,,,1224
926,Drama,,,,,,,,,,1225
927,Drama,Romance,,,,,,,,,1226
928,Crime,Drama,,,,,,,,,1227
929,Drama,,,,,,,,,,1228
930,Comedy,Romance,,,,,,,,,1230
931,Drama,,,,,,,,,,1231
932,Drama,Mystery,Sci-Fi,,,,,,,,1232
933,Action,Drama,War,,,,,,,,1233
934,Comedy,Crime,,,,,,,,,1234
935,Comedy,Drama,Romance,,,,,,,,1235
936,Comedy,Drama,Romance,,,,,,,,1236
937,Drama,,,,,,,,,,1237
938,Comedy,,,,,,,,,,1238
939,Action,Sci-Fi,Thriller,,,,,,,,1240
940,Comedy,Fantasy,Horror,,,,,,,,1241
941,Drama,War,,,,,,,,,1242
942,Comedy,Drama,,,,,,,,,1243
943,Comedy,Drama,Romance,,,,,,,,1244
944,Crime,Drama,Film-Noir,Thriller,,,,,,,1245
945,Drama,,,,,,,,,,1246
946,Comedy,Drama,Romance,,,,,,,,1247
947,Crime,Film-Noir,Thriller,,,,,,,,1248
948,Action,Crime,Romance,Thriller,,,,,,,1249
949,Adventure,Drama,War,,,,,,,,1250
950,Drama,Fantasy,,,,,,,,,1251
951,Crime,Film-Noir,Mystery,Thriller,,,,,,,1252
952,Drama,Sci-Fi,Thriller,,,,,,,,1253
953,Action,Adventure,Drama,Western,,,,,,,1254
954,Comedy,Horror,Sci-Fi,,,,,,,,1255
955,Comedy,Musical,War,,,,,,,,1256
956,Comedy,Romance,,,,,,,,,1257
957,Horror,,,,,,,,,,1258
958,Adventure,Drama,,,,,,,,,1259
959,Crime,Film-Noir,Thriller,,,,,,,,1260
960,Action,Comedy,Fantasy,Horror,,,,,,,1261
961,Action,Adventure,Drama,War,,,,,,,1262
962,Drama,War,,,,,,,,,1263
963,Action,Drama,Mystery,Romance,Thriller,,,,,,1264
964,Comedy,Fantasy,Romance,,,,,,,,1265
965,Drama,Western,,,,,,,,,1266
966,Crime,Thriller,War,,,,,,,,1267
967,Comedy,Drama,,,,,,,,,1268
968,Comedy,Mystery,Thriller,,,,,,,,1269
969,Adventure,Comedy,Sci-Fi,,,,,,,,1270
970,Comedy,Crime,Drama,,,,,,,,1271
971,Drama,War,,,,,,,,,1272
972,Comedy,Drama,Film-Noir,,,,,,,,1273
973,Action,Adventure,Animation,Sci-Fi,,,,,,,1274
974,Action,Adventure,Fantasy,,,,,,,,1275
975,Drama,,,,,,,,,,1276
976,Comedy,Drama,Romance,,,,,,,,1277
977,Comedy,Fantasy,,,,,,,,,1278
978,Comedy,Drama,,,,,,,,,1279
979,Drama,,,,,,,,,,1280
980,Comedy,Drama,War,,,,,,,,1281
981,Animation,Children,Fantasy,Musical,,,,,,,1282
982,Drama,Western,,,,,,,,,1283
983,Crime,Film-Noir,Mystery,,,,,,,,1284
984,Comedy,,,,,,,,,,1285
985,Drama,Romance,,,,,,,,,1286
986,Action,Adventure,Drama,,,,,,,,1287
987,Comedy,,,,,,,,,,1288
988,Documentary,,,,,,,,,,1289
989,Drama,Romance,,,,,,,,,1290
990,Action,Adventure,,,,,,,,,1291
991,Comedy,Drama,,,,,,,,,1292
992,Drama,,,,,,,,,,1293
993,Drama,,,,,,,,,,1295
994,Drama,Romance,,,,,,,,,1296
995,Comedy,,,,,,,,,,1297
996,Drama,Musical,,,,,,,,,1298
997,Drama,War,,,,,,,,,1299
998,Comedy,Drama,,,,,,,,,1300
999,Drama,Sci-Fi,,,,,,,,,1301
1000,Children,Drama,Fantasy,,,,,,,,1302
1001,Adventure,Drama,,,,,,,,,1303
1002,Action,Western,,,,,,,,,1304
1003,Drama,Romance,,,,,,,,,1305
1004,Adventure,Drama,Sci-Fi,,,,,,,,1306
1005,Comedy,Romance,,,,,,,,,1307
1006,Documentary,,,,,,,,,,1310
1007,Drama,,,,,,,,,,1312
1008,Comedy,Drama,,,,,,,,,1318
1009,Action,Horror,Sci-Fi,Thriller,,,,,,,1320
1010,Comedy,Horror,Thriller,,,,,,,,1321
1011,Horror,,,,,,,,,,1322
1012,Horror,,,,,,,,,,1323
1013,Horror,,,,,,,,,,1324
1014,Horror,,,,,,,,,,1325
1015,Horror,,,,,,,,,,1326
1016,Drama,Horror,Mystery,Thriller,,,,,,,1327
1017,Horror,,,,,,,,,,1328
1018,Horror,,,,,,,,,,1329
1019,Horror,,,,,,,,,,1330
1020,Horror,,,,,,,,,,1331
1021,Horror,Thriller,,,,,,,,,1332
1022,Horror,Thriller,,,,,,,,,1333
1023,Horror,Sci-Fi,,,,,,,,,1334
1024,Horror,Mystery,,,,,,,,,1335
1025,Horror,Thriller,,,,,,,,,1336
1026,Drama,Horror,Thriller,,,,,,,,1337
1027,Fantasy,Horror,Romance,Thriller,,,,,,,1339
1028,Drama,Horror,Sci-Fi,,,,,,,,1340
1029,Horror,,,,,,,,,,1341
1030,Horror,Thriller,,,,,,,,,1342
1031,Thriller,,,,,,,,,,1343
1032,Crime,Drama,Thriller,,,,,,,,1344
1033,Drama,Fantasy,Horror,Thriller,,,,,,,1345
1034,Drama,Fantasy,Horror,,,,,,,,1346
1035,Horror,Thriller,,,,,,,,,1347
1036,Horror,,,,,,,,,,1348
1037,Horror,,,,,,,,,,1349
1038,Horror,Mystery,Thriller,,,,,,,,1350
1039,Crime,Drama,Thriller,,,,,,,,1351
1040,Crime,Thriller,,,,,,,,,1352
1041,Comedy,Drama,Romance,,,,,,,,1353
1042,Drama,Mystery,,,,,,,,,1354
1043,Horror,Thriller,,,,,,,,,1355
1044,Action,Adventure,Sci-Fi,Thriller,,,,,,,1356
1045,Drama,Romance,,,,,,,,,1357
1046,Drama,,,,,,,,,,1358
1047,Children,Comedy,,,,,,,,,1359
1048,Documentary,,,,,,,,,,1361
1049,Drama,,,,,,,,,,1363
1050,Drama,,,,,,,,,,1365
1051,Drama,,,,,,,,,,1366
1052,Adventure,Children,Comedy,,,,,,,,1367
1053,Action,Adventure,Thriller,,,,,,,,1370
1054,Adventure,Sci-Fi,,,,,,,,,1371
1055,Action,Mystery,Sci-Fi,,,,,,,,1372
1056,Action,Sci-Fi,,,,,,,,,1373
1057,Action,Adventure,Sci-Fi,Thriller,,,,,,,1374
1058,Action,Adventure,Sci-Fi,,,,,,,,1375
1059,Adventure,Comedy,Sci-Fi,,,,,,,,1376
1060,Action,Crime,,,,,,,,,1377
1061,Action,Comedy,Western,,,,,,,,1378
1062,Action,Western,,,,,,,,,1379
1063,Comedy,Musical,Romance,,,,,,,,1380
1064,Comedy,Musical,Romance,,,,,,,,1381
1065,Action,Drama,,,,,,,,,1382
1066,Action,Drama,Thriller,,,,,,,,1385
1067,Action,Horror,,,,,,,,,1387
1068,Horror,Thriller,,,,,,,,,1388
1069,Action,Horror,,,,,,,,,1389
1070,Comedy,,,,,,,,,,1390
1071,Action,Comedy,Sci-Fi,,,,,,,,1391
1072,Comedy,Drama,,,,,,,,,1392
1073,Drama,Romance,,,,,,,,,1393
1074,Comedy,,,,,,,,,,1394
1075,Comedy,Drama,,,,,,,,,1395
1076,Action,Comedy,Crime,Drama,Sci-Fi,,,,,,1396
1077,Drama,,,,,,,,,,1397
1078,Romance,War,,,,,,,,,1398
1079,Drama,,,,,,,,,,1399
1080,Drama,,,,,,,,,,1401
1081,Adventure,Animation,Comedy,Crime,,,,,,,1405
1082,Crime,Drama,Mystery,Thriller,,,,,,,1406
1083,Comedy,Horror,Mystery,Thriller,,,,,,,1407
1084,Action,Romance,War,Western,,,,,,,1408
1085,Comedy,Drama,Fantasy,Romance,,,,,,,1409
1086,Crime,Drama,Romance,,,,,,,,1411
1087,Drama,,,,,,,,,,1412
1088,Drama,,,,,,,,,,1413
1089,Comedy,,,,,,,,,,1414
1090,Crime,Drama,Romance,,,,,,,,1415
1091,Drama,Musical,,,,,,,,,1416
1092,Drama,,,,,,,,,,1417
1093,Adventure,Drama,,,,,,,,,1419
1094,Crime,Drama,Mystery,Thriller,,,,,,,1422
1095,Drama,,,,,,,,,,1423
1096,Comedy,,,,,,,,,,1425
1097,Children,,,,,,,,,,1426
1098,Action,Thriller,,,,,,,,,1427
1099,Drama,,,,,,,,,,1428
1100,Action,Adventure,Comedy,Thriller,,,,,,,1429
1101,Comedy,Thriller,,,,,,,,,1430
1102,Action,Comedy,,,,,,,,,1431
1103,Action,Comedy,Crime,Drama,Thriller,,,,,,1432
1104,Drama,,,,,,,,,,1437
1105,Action,Thriller,,,,,,,,,1438
1106,Comedy,,,,,,,,,,1439
1107,Comedy,,,,,,,,,,1440
1108,Comedy,Romance,,,,,,,,,1441
1109,Drama,,,,,,,,,,1442
1110,Comedy,War,,,,,,,,,1445
1111,Comedy,Drama,,,,,,,,,1446
1112,Crime,,,,,,,,,,1447
1113,Comedy,,,,,,,,,,1449
1114,Comedy,Romance,,,,,,,,,1453
1115,Comedy,Drama,,,,,,,,,1454
1116,Comedy,,,,,,,,,,1456
1117,Comedy,Drama,Romance,,,,,,,,1457
1118,Drama,Fantasy,Romance,,,,,,,,1458
1119,Mystery,Thriller,,,,,,,,,1459
1120,Children,Comedy,Mystery,,,,,,,,1460
1121,Comedy,,,,,,,,,,1461
1122,Crime,Drama,Fantasy,Film-Noir,Mystery,Romance,,,,,1464
1123,Action,Drama,,,,,,,,,1465
1124,Crime,Drama,,,,,,,,,1466
1125,Comedy,Romance,,,,,,,,,1468
1126,Action,Comedy,Crime,Drama,,,,,,,1473
1127,Children,Comedy,,,,,,,,,1474
1128,Romance,,,,,,,,,,1475
1129,Comedy,Drama,,,,,,,,,1476
1130,Romance,,,,,,,,,,1477
1131,Action,Romance,Sci-Fi,Thriller,,,,,,,1479
1132,Drama,Thriller,,,,,,,,,1480
1133,Drama,Thriller,,,,,,,,,1483
1134,Comedy,Drama,Mystery,Romance,,,,,,,1484
1135,Comedy,,,,,,,,,,1485
1136,Drama,Musical,,,,,,,,,1487
1137,Action,Drama,Thriller,,,,,,,,1488
1138,Animation,Children,Musical,,,,,,,,1489
1139,Comedy,,,,,,,,,,1490
1140,Romance,,,,,,,,,,1493
1141,Action,Adventure,Children,,,,,,,,1495
1142,Drama,Romance,,,,,,,,,1496
1143,Action,,,,,,,,,,1497
1144,Drama,Romance,,,,,,,,,1498
1145,Action,Adventure,Thriller,,,,,,,,1499
1146,Comedy,Crime,Romance,,,,,,,,1500
1147,Drama,Romance,,,,,,,,,1502
1148,Comedy,,,,,,,,,,1503
1149,Drama,War,,,,,,,,,1507
1150,Comedy,,,,,,,,,,1513
1151,Romance,,,,,,,,,,1514
1152,Action,Drama,Thriller,,,,,,,,1515
1153,Comedy,,,,,,,,,,1516
1154,Action,Adventure,Comedy,,,,,,,,1517
1155,Action,Thriller,,,,,,,,,1518
1156,Drama,,,,,,,,,,1519
1157,Comedy,,,,,,,,,,1526
1158,Action,Adventure,Comedy,Sci-Fi,,,,,,,1527
1159,Comedy,Drama,,,,,,,,,1529
1160,Drama,,,,,,,,,,1533
1161,Comedy,Drama,Romance,,,,,,,,1537
1162,Comedy,Romance,,,,,,,,,1541
1163,Comedy,Drama,Romance,,,,,,,,1542
1164,Action,Adventure,Sci-Fi,Thriller,,,,,,,1544
1165,Drama,,,,,,,,,,1545
1166,Comedy,,,,,,,,,,1546
1167,Children,Drama,,,,,,,,,1547
1168,Drama,Romance,,,,,,,,,1549
1169,Comedy,Romance,,,,,,,,,1550
1170,Adventure,Children,Drama,,,,,,,,1551
1171,Action,Adventure,Thriller,,,,,,,,1552
1172,Drama,Romance,,,,,,,,,1554
1173,Action,Romance,Thriller,,,,,,,,1556
1174,Action,Adventure,Fantasy,Thriller,,,,,,,1562
1175,Comedy,Drama,Romance,,,,,,,,1564
1176,Comedy,Thriller,,,,,,,,,1565
1177,Adventure,Animation,Children,Comedy,Musical,,,,,,1566
1178,Comedy,Romance,,,,,,,,,1569
1179,Comedy,Romance,,,,,,,,,1571
1180,Drama,,,,,,,,,,1572
1181,Action,Crime,Drama,Thriller,,,,,,,1573
1182,Romance,,,,,,,,,,1574
1183,Action,Comedy,Sci-Fi,,,,,,,,1580
1184,Comedy,,,,,,,,,,1581
1185,Adventure,Children,,,,,,,,,1582
1186,Children,Fantasy,,,,,,,,,1583
1187,Drama,Sci-Fi,,,,,,,,,1584
1188,Comedy,,,,,,,,,,1585
1189,Action,Drama,,,,,,,,,1586
1190,Action,Adventure,Fantasy,,,,,,,,1587
1191,Children,Comedy,,,,,,,,,1588
1192,Action,Crime,Drama,Thriller,,,,,,,1589
1193,Horror,Sci-Fi,Thriller,,,,,,,,1590
1194,Action,Adventure,Sci-Fi,Thriller,,,,,,,1591
1195,Children,Comedy,,,,,,,,,1592
1196,Comedy,Romance,,,,,,,,,1593
1197,Comedy,Drama,,,,,,,,,1594
1198,Drama,,,,,,,,,,1596
1199,Drama,Mystery,Romance,Thriller,,,,,,,1597
1200,Crime,Drama,Thriller,,,,,,,,1598
1201,Action,,,,,,,,,,1599
1202,Drama,Romance,,,,,,,,,1600
1203,Crime,Drama,Film-Noir,,,,,,,,1601
1204,Comedy,,,,,,,,,,1602
1205,Horror,Sci-Fi,Thriller,,,,,,,,1603
1206,Action,Comedy,,,,,,,,,1604
1207,Adventure,Romance,,,,,,,,,1605
1208,Action,Adventure,,,,,,,,,1606
1209,Action,Thriller,,,,,,,,,1608
1210,Drama,Thriller,,,,,,,,,1609
1211,Action,Adventure,Thriller,,,,,,,,1610
1212,Drama,Romance,,,,,,,,,1611
1213,Comedy,,,,,,,,,,1612
1214,Drama,,,,,,,,,,1613
1215,Comedy,,,,,,,,,,1614
1216,Adventure,Drama,,,,,,,,,1615
1217,Action,Thriller,War,,,,,,,,1616
1218,Crime,Film-Noir,Mystery,Thriller,,,,,,,1617
1219,Adventure,Drama,War,,,,,,,,1619
1220,Crime,Drama,Mystery,Thriller,,,,,,,1620
1221,Drama,,,,,,,,,,1621
1222,Horror,,,,,,,,,,1623
1223,Drama,,,,,,,,,,1624
1224,Drama,Mystery,Thriller,,,,,,,,1625
1225,Action,Drama,Thriller,,,,,,,,1626
1226,Crime,Drama,Mystery,,,,,,,,1627
1227,Comedy,Romance,,,,,,,,,1629
1228,Action,Thriller,,,,,,,,,1631
1229,Drama,,,,,,,,,,1633
1230,Drama,,,,,,,,,,1635
1231,Comedy,Drama,Romance,,,,,,,,1639
1232,Comedy,Drama,,,,,,,,,1641
1233,Comedy,Drama,,,,,,,,,1642
1234,Drama,Romance,,,,,,,,,1643
1235,Horror,Mystery,Thriller,,,,,,,,1644
1236,Drama,Mystery,Thriller,,,,,,,,1645
1237,Children,Comedy,Romance,Sci-Fi,,,,,,,1646
1238,Crime,Drama,Thriller,,,,,,,,1647
1239,Comedy,Drama,,,,,,,,,1648
1240,Documentary,,,,,,,,,,1649
1241,Drama,,,,,,,,,,1650
1242,Documentary,,,,,,,,,,1652
1243,Drama,Sci-Fi,Thriller,,,,,,,,1653
1244,Children,Drama,Fantasy,,,,,,,,1654
1245,Drama,Horror,Thriller,,,,,,,,1655
1246,Drama,Romance,,,,,,,,,1656
1247,Romance,Thriller,,,,,,,,,1658
1248,Drama,,,,,,,,,,1659
1249,Drama,,,,,,,,,,1660
1250,Crime,Mystery,Thriller,,,,,,,,1661
1251,Crime,,,,,,,,,,1662
1252,Comedy,War,,,,,,,,,1663
1253,Comedy,,,,,,,,,,1665
1254,Action,Drama,,,,,,,,,1667
1255,Drama,War,,,,,,,,,1670
1256,Crime,Drama,Thriller,,,,,,,,1671
1257,Drama,,,,,,,,,,1672
1258,Drama,,,,,,,,,,1673
1259,Drama,Romance,Thriller,,,,,,,,1674
1260,Crime,Thriller,,,,,,,,,1675
1261,Action,Sci-Fi,,,,,,,,,1676
